2026-04-09T16:06:05.756058Z  INFO semver_analyzer::orchestrator: Running dep repo build command command=source ~/.nvm/nvm.sh && nvm exec "20.11.0" bash -c 'export NODE_ENV=development && yarn install && npx gulp buildPatternfly' worktree=/private/tmp/semver-pipeline-v2/repos/patternfly/.semver-worktrees/v6.4.0
2026-04-09T16:06:06.856721Z  WARN semver_analyzer::orchestrator: Dep repo build failed exit_code=Some(1) stderr=error This project's package.json defines "packageManager": "yarn@4.10.3". However the current global version of Yarn is 1.22.22.

Presence of the "packageManager" field indicates that the project is meant to be used with Corepack, a tool included by default with all official Node.js distributions starting from 16.9 and 14.19.
Corepack must currently be enabled by running corepack enable in your terminal. For more information, check out https://yarnpkg.com/corepack.
2026-04-09T16:06:06.856809Z  INFO semver_analyzer::orchestrator: Created dep repo worktree for CSS extraction dep_repo=/tmp/semver-pipeline-v2/repos/patternfly dep_ref=v6.4.0 worktree=/private/tmp/semver-pipeline-v2/repos/patternfly/.semver-worktrees/v6.4.0
2026-04-09T16:06:06.877152Z  INFO semver_analyzer::orchestrator: Detected removed CSS component blocks between dep-repo versions count=8 blocks=["AppLauncher", "Chip", "ContextSelector", "Dropdown", "LogViewer", "NotificationBadge", "OptionsMenu", "Select"]
2026-04-09T16:06:06.880394Z  INFO semver_analyzer_ts::css_profile: CSS profiles extracted from dir profiles=0
2026-04-09T16:09:10.984055Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_chip__text_Color new=c_wizard__title_text_Color value=#151515
2026-04-09T16:09:10.984556Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_chip_before_BorderWidth new=c_code_editor__upload_before_BorderWidth value=1px
2026-04-09T16:09:10.984858Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_chip_group new=c_banner_m_warning_Color value=#151515
2026-04-09T16:09:10.986155Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_chip_group_MarginRight new=c_form__field_group_m_expanded__field_group_body_TranslateY value=0
2026-04-09T16:09:10.987427Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_chip_group_PaddingBottom new=c_clipboard_copy__group_Gap value=0.25rem
2026-04-09T16:09:10.988796Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_chip_group_PaddingLeft new=c_text_input_group__icon_m_status_InsetInlineEnd value=0.5rem
2026-04-09T16:09:10.990141Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_chip_group_PaddingRight new=c_label_group__close_c_button_PaddingBlockEnd value=0.25rem
2026-04-09T16:09:10.991364Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_chip_group_PaddingTop new=c_label_group__close_c_button_PaddingBlockStart value=0.25rem
2026-04-09T16:09:10.992683Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_chip_group_RowGap new=c_card__header_m_wrap_RowGap value=0.5rem
2026-04-09T16:09:10.992883Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_chip_group__label_FontSize new=c_text_input_group__FontSize value=0.875rem
2026-04-09T16:09:10.994726Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_chip_group__li_m_toolbar_MarginRight new=c_toolbar__group_m_overflow_container_MinWidth value=0
2026-04-09T16:09:10.996208Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_chip_group__list_RowGap new=c_list_m_inline_RowGap value=0.25rem
2026-04-09T16:09:10.997636Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_chip_group__main_ColumnGap new=c_toolbar__group_m_label_group_ColumnGap value=0.5rem
2026-04-09T16:09:10.998309Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_chip_group__main_RowGap new=c_toolbar__group_m_action_group_plain_ColumnGap value=0.25rem
2026-04-09T16:09:10.998349Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_chip_group_m_category_BorderRadius new=t_global_border_width_box_clicked value=3px
2026-04-09T16:09:10.999461Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_chip_group_m_category_PaddingBottom new=c_button_m_small_PaddingBlockEnd value=0.25rem
2026-04-09T16:09:11.001263Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_chip_group_m_category_PaddingLeft new=c_text_input_group_utilities_icon_m_status_InsetInlineEnd value=0.5rem
2026-04-09T16:09:11.002388Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_chip_group_m_category_PaddingRight new=c_button_m_small_PaddingBlockStart value=0.25rem
2026-04-09T16:09:11.003601Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_chip_group_m_category_PaddingTop new=c_menu_toggle_m_plain_m_small_PaddingInlineEnd value=0.25rem
2026-04-09T16:09:11.003665Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_chip_m_draggable__icon_FontSize new=t_global_icon_size_100 value=0.75rem
2026-04-09T16:09:11.004014Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_code_editor__controls_c_button_m_control_Color new=c_banner_m_yellow_Color value=#151515
2026-04-09T16:09:11.004340Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_code_editor__controls_c_button_m_control_focus_Color new=c_label_m_orange_m_clickable_hover_Color value=#151515
2026-04-09T16:09:11.006572Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_content_MarginBottom new=c_accordion__expandable_content_MarginBlockEnd value=1rem
2026-04-09T16:09:11.007629Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_content_li_MarginTop new=c_code_editor__header_content_PaddingInlineEnd value=0.5rem
2026-04-09T16:09:11.008824Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_content_ol_MarginLeft new=c_code_editor__header_content_PaddingInlineStart value=0.5rem
2026-04-09T16:09:11.009071Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_content_ol_PaddingLeft new=c_form__field_group_body_PaddingBlockEnd value=1.5rem
2026-04-09T16:09:11.010126Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_content_ol_nested_MarginLeft new=c_content_list_nested_MarginBlockStart value=0.5rem
2026-04-09T16:09:11.011383Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_content_ol_nested_MarginTop new=c_content_list_Gap value=0.5rem
2026-04-09T16:09:11.011906Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_content_ul_MarginLeft new=c_button_m_plain_PaddingInlineStart value=0.5rem
2026-04-09T16:09:11.012142Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_content_ul_PaddingLeft new=c_hint_PaddingBlockEnd value=1.5rem
2026-04-09T16:09:11.012669Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_content_ul_nested_MarginLeft new=c_button_m_stateful_m_small_PaddingInlineEnd value=0.5rem
2026-04-09T16:09:11.013188Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_content_ul_nested_MarginTop new=c_button_m_stateful_m_small_PaddingInlineStart value=0.5rem
2026-04-09T16:09:11.013488Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector new=c_label_m_orangered_Color value=#151515
2026-04-09T16:09:11.013537Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector_Width new=c_button__icon_TransitionTimingFunction value=auto
2026-04-09T16:09:11.014908Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__menu_PaddingTop new=c_menu_toggle__button_toggle_icon_PaddingInlineStart value=0.5rem
2026-04-09T16:09:11.015006Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__menu_Top new=c_button_m_block_Width value=100%
2026-04-09T16:09:11.015028Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__menu_ZIndex new=t_global_z_index_200 value=200
2026-04-09T16:09:11.017170Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__menu_footer_PaddingBottom new=c_page__sidebar_body_m_context_selector_PaddingInlineEnd value=1rem
2026-04-09T16:09:11.019291Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__menu_footer_PaddingLeft new=c_dual_list_selector__controls_MarginBlockStart value=1rem
2026-04-09T16:09:11.021399Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__menu_footer_PaddingRight new=c_dual_list_selector__controls_PaddingInlineEnd value=1rem
2026-04-09T16:09:11.023523Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__menu_footer_PaddingTop new=c_dual_list_selector__title_text_FontSize value=1rem
2026-04-09T16:09:11.023577Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__menu_item_icon_FontSize new=t_global_icon_size_font_body_sm value=0.75rem
2026-04-09T16:09:11.024497Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__menu_item_icon_PaddingLeft new=c_menu__list_item_has_menu_action_PaddingInlineEnd value=1.5rem
2026-04-09T16:09:11.026066Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__menu_list_PaddingBottom new=c_data_list__item_action_PaddingBlockStart_offset value=0.5rem
2026-04-09T16:09:11.027556Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__menu_list_PaddingTop new=c_menu_toggle_m_small__button_toggle_icon_PaddingInlineEnd value=0.5rem
2026-04-09T16:09:11.029091Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__menu_list_item_PaddingBottom new=c_wizard__toggle_list_item_Gap value=0.5rem
2026-04-09T16:09:11.031073Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__menu_list_item_PaddingLeft new=c_data_list__expandable_content_body_PaddingBlockEnd value=1rem
2026-04-09T16:09:11.033181Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__menu_list_item_PaddingRight new=c_nav_m_horizontal_m_subnav__list_PaddingInlineEnd value=1rem
2026-04-09T16:09:11.034509Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__menu_list_item_PaddingTop new=c_menu_toggle_m_small__button_toggle_icon_PaddingInlineStart value=0.5rem
2026-04-09T16:09:11.034704Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__menu_search_BorderBottomWidth new=c_calendar_month__date_focus_after_BorderWidth value=1px
2026-04-09T16:09:11.035429Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__menu_search_PaddingBottom new=c_accordion__expandable_content_MarginInlineEnd value=1rem
2026-04-09T16:09:11.036158Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__menu_search_PaddingLeft new=c_accordion__expandable_content_MarginInlineStart value=1rem
2026-04-09T16:09:11.036884Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__menu_search_PaddingRight new=c_button_PaddingBlockEnd value=1rem
2026-04-09T16:09:11.037597Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__menu_search_PaddingTop new=c_button_PaddingBlockStart value=1rem
2026-04-09T16:09:11.037739Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__toggle_BackgroundColor new=c_menu_toggle_expanded_BorderColor value=transparent
2026-04-09T16:09:11.037823Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__toggle_BorderLeftColor new=c_switch__input_checked__toggle_BorderColor value=transparent
2026-04-09T16:09:11.037888Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__toggle_BorderRightColor new=c_progress__indicator_BorderColor value=transparent
2026-04-09T16:09:11.037949Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__toggle_BorderTopColor new=c_slider__rail_track_before_BorderColor value=transparent
2026-04-09T16:09:11.038414Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__toggle_BorderWidth new=c_calendar_month__dates_cell_m_in_range__date_hover_BorderWidth value=1px
2026-04-09T16:09:11.038721Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__toggle_Color new=c_label_m_orangered_m_clickable_hover_Color value=#151515
2026-04-09T16:09:11.039931Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__toggle_ColumnGap new=c_drawer__head_ColumnGap value=0.5rem
2026-04-09T16:09:11.042029Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__toggle_PaddingBottom new=c_table__thead__toggle_PaddingBlockStart value=1rem
2026-04-09T16:09:11.043259Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__toggle_PaddingLeft new=c_menu_toggle_m_split_button_m_small_pill_child_PaddingInlineEnd_offset value=0.5rem
2026-04-09T16:09:11.044496Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__toggle_PaddingRight new=c_menu_toggle_m_split_button_m_small_pill_child_PaddingInlineStart_offset value=0.5rem
2026-04-09T16:09:11.046445Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__toggle_PaddingTop new=c_table__toggle_PaddingBlockEnd value=1rem
2026-04-09T16:09:11.046553Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__toggle_active_BorderBottomWidth new=c_page__main_container_BorderBlockStartWidth value=4px
2026-04-09T16:09:11.046646Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__toggle_expanded_BorderBottomWidth new=c_page__main_container_BorderInlineEndWidth value=4px
2026-04-09T16:09:11.046735Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__toggle_hover_BorderBottomWidth new=c_page__main_container_BorderInlineStartWidth value=4px
2026-04-09T16:09:11.047983Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__toggle_icon_PaddingLeft new=c_button_span_m_link_m_inline__icon_m_start_MarginInlineEnd value=0.5rem
2026-04-09T16:09:11.049244Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__toggle_icon_PaddingRight new=c_menu_toggle_m_split_button_pill_child_PaddingInlineEnd_offset value=0.5rem
2026-04-09T16:09:11.049551Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__toggle_m_plain_Color new=c_label_m_outline_m_clickable_hover_Color value=#151515
2026-04-09T16:09:11.051671Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__toggle_m_plain_PaddingLeft new=c_button_m_control_PaddingInlineEnd value=1rem
2026-04-09T16:09:11.053748Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__toggle_m_plain_PaddingRight new=c_button_m_control_PaddingInlineStart value=1rem
2026-04-09T16:09:11.054919Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__toggle_m_plain_hover_Color new=c_label_m_purple_m_clickable_hover_Color value=#151515
2026-04-09T16:09:11.057080Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__toggle_m_plain_m_text_PaddingLeft new=c_card_m_compact__title_text_FontSize value=1rem
2026-04-09T16:09:11.059201Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__toggle_m_plain_m_text_PaddingRight new=c_multiple_file_upload_m_horizontal__title_text_FontSize value=1rem
2026-04-09T16:09:11.061240Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__toggle_text_FontSize new=c_multiple_file_upload__title_text_FontSize value=1rem
2026-04-09T16:09:11.061278Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__toggle_text_FontWeight new=t_global_font_weight_body_legacy value=400
2026-04-09T16:09:11.061316Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector__toggle_text_LineHeight new=c_text_input_group__LineHeight value=1.5
2026-04-09T16:09:11.062184Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector_m_full_height__toggle_PaddingLeft new=c_menu_toggle_m_primary_PaddingInlineEnd value=1.5rem
2026-04-09T16:09:11.062976Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector_m_full_height__toggle_PaddingRight new=c_menu_toggle_m_secondary_PaddingInlineEnd value=1.5rem
2026-04-09T16:09:11.063064Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector_m_full_height__toggle_active_BorderBottomWidth new=c_wizard__nav_link_status_icon_InsetBlockStart value=4px
2026-04-09T16:09:11.064554Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector_m_full_height__toggle_before_BorderTopWidth new=c_button_m_plain_m_no_padding_PaddingInlineStart value=0
2026-04-09T16:09:11.064634Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector_m_full_height__toggle_expanded_BorderBottomWidth new=t_global_border_radius_100 value=4px
2026-04-09T16:09:11.064707Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector_m_full_height__toggle_hover_BorderBottomWidth new=t_global_border_radius_tiny value=4px
2026-04-09T16:09:11.066743Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector_m_large__toggle_PaddingBottom new=c_button_m_stateful_PaddingInlineEnd value=1rem
2026-04-09T16:09:11.068764Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector_m_large__toggle_PaddingTop new=c_button_m_stateful_PaddingInlineStart value=1rem
2026-04-09T16:09:11.068833Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector_m_large__toggle_active_BorderBottomWidth new=t_global_border_width_400 value=4px
2026-04-09T16:09:11.068892Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector_m_large__toggle_expanded_BorderBottomWidth new=t_global_box_shadow_X_600 value=4px
2026-04-09T16:09:11.068945Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector_m_large__toggle_hover_BorderBottomWidth new=t_global_box_shadow_X_sm_right value=4px
2026-04-09T16:09:11.071055Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector_m_page_insets__menu_footer_PaddingLeft new=c_panel_m_scrollable__footer_PaddingBlockEnd value=1rem
2026-04-09T16:09:11.073155Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector_m_page_insets__menu_footer_PaddingRight new=c_panel_m_scrollable__footer_PaddingBlockStart value=1rem
2026-04-09T16:09:11.074048Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector_m_page_insets__menu_footer_xl_PaddingLeft new=c_menu__footer_PaddingInlineEnd value=1.5rem
2026-04-09T16:09:11.074895Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector_m_page_insets__menu_footer_xl_PaddingRight new=c_menu__footer_PaddingInlineStart value=1.5rem
2026-04-09T16:09:11.077297Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector_m_page_insets__menu_list_item_PaddingLeft new=c_nav_m_horizontal_m_subnav__list_PaddingInlineStart value=1rem
2026-04-09T16:09:11.079716Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector_m_page_insets__menu_list_item_PaddingRight new=c_tabs_m_vertical__item_PaddingInlineEnd value=1rem
2026-04-09T16:09:11.080590Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector_m_page_insets__menu_list_item_xl_PaddingLeft new=c_list_m_inline_ColumnGap value=1.5rem
2026-04-09T16:09:11.081487Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector_m_page_insets__menu_list_item_xl_PaddingRight new=c_notification_drawer__list_PaddingInlineEnd value=1.5rem
2026-04-09T16:09:11.083585Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token matched by CSS value old=c_context_selector_m_page_insets__menu_search_PaddingLeft new=c_card__header_m_wrap_ColumnGap value=1rem
